## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.gratuito,entity.PublicoAlvo,entity.Tema,Entity.Subtema,Entity.Assuntos,entity.Segmentos,entity.DatasEspeciais,entity.Produtor,entity.perfilusuario,entity.familia,entity.PorteEmpresa,entity.TipoUsuario,entity.codigoCronos
10308,Como inovar nos pequenos negócios,Artigo,Dicas de inovação para pequenas empresas,,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/como-inovar-nos-pequenos-negocios,44330edf67bef510VgnVCM1000004c00210aRCRD",,,Sim,MEI; EPP; ME,GESTÃO DE PRODUTO (INOVAÇÃO),NA,Liderança; gestão do conhecimento,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,9c8094a6-b66a-36c3-bace-dfe8aed16699
10309,Como manter a fidelidade dos clientes,Artigo,No embalo da semana do consumidor saiba como adotar novas práticas para conquistar seus clientes.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/370/370.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/como-manter-a-fidelidade-dos-clientes,4663840d26bd6810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Mercado e Vendas,ATENDIMENTO AO CLIENTE,,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,e526f7b4-8cbe-3bf4-b396-67313b8dab9c
10310,Como organizar seu estoque e impulsionar sua produção,Artigo,"Saiba como evitar desperdícios, garantir qualidade e ter o controle necessário para se destacar no mercado.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/371/371.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/como-organizar-seu-estoque-e-impulsionar-sua-producao,01fada0006c17910VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Organização,ESTOQUE,Organização; Estoque; PEPS,Academias e atividades físicas; Artesanato; Beleza; Comércio varejista da moda; Comércio varejista de autopeças; Comércio atacadista rural; Comércio varejista de alimentos e bebidas; Comércio varejista de informática; Comércio varejista de materiais de construção; Comércio varejista - Diversos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,08b96a67-afe5-3573-a0da-6581ad42abe0
10311,Como utilizar o marketing de influência na sua empresa,Artigo,"O marketing de influência pode ser um grande aliado para o sucesso do seu negócio, leia e saiba mais.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/373/373.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/como-utilizar-o-marketing-de-influencia-na-sua-empresa,92cc30135c6cd810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Mercado e Vendas,MARKETING,empreendedor; marketing; me; microempreendedor,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,d38cd9f8-c89c-31b9-88be-25399750d511
10312,Conforto inteligente: use energia com eficiência na hospedagem,Artigo,"Em hotéis e pousadas, oferecer conforto é essencial — mas isso não precisa significar desperdício.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/374/374.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/conforto-inteligente-use-energia-com-eficiencia-na-hospedagem,c322bfc13efe7910VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Empreendedorismo,COMPORTAMENTO EMPREENDEDOR,,Meios de hospedagem,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,2ca86e90-0da2-32f7-adcc-9ece8c7566d1
10313,Conheça 5 obrigações do setor de alimentação fora do lar,Artigo,Para estar dentro da legislação vigente existem algumas regras essenciais que seu estabelecimento precisa seguir.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/375/375.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/conheca-5-obrigacoes-do-setor-de-alimentacao-fora-do-lar,cd74869ca2e69810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Leis,DEVERES E OBRIGAÇÕES,alimentação fora do lar,Serviços de alimentação,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,a3b22c12-d880-35d0-be75-d0cc507df05e
10314,Conheça os 3 principais erros na gestão financeira empresarial,Artigo,"A gestão financeira é um dos pilares do empreendedorismo, por isso é preciso estar atento aos erros e acertos da gestão.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/376/376.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/conheca-os-3-principais-erros-na-gestao-financeira-empresarial,522f391ce65cd810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Finanças,GESTÃO FINANCEIRA,empreendedorismo; finanças; gestão financeira,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,609fa017-8aec-3480-ba18-12e238d2327f
10315,Cultivando no Calor: estratégias para proteger suas plantas,Artigo,Saiba como cuidar das suas plantas no verão e como protegê-las do calor.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/378/378.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/cultivando-no-calor-estrategias-para-proteger-suas-plantas,6158ac8c9f73e810VgnVCM1000001b00320aRCRD",,,Sim,MEI; PF,Organização,AGROECOLOGIA,floricultura; flores,Cultivos diversos; Serviços de apoio à agricultura,0,AL,,,MEI; PF,Pessoa Física; Pessoa Jurídica,7744e333-0049-3542-b700-da83a79e468e
10316,Descubra como inovar na sua empresa,Artigo,Saiba como inovar e alcançar melhores resultados para sua empresa.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/379/379.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/descubra-como-inovar-na-sua-empresa,ec87c539d30cd810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Inovação,DIFERENCIAL,empreendedorismo; sebraetec; inovação,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,912acc38-b285-3028-a754-bff69746c82d
10317,Descubra quais são as 5 macrotendências do turismo em 2025,Artigo,Saiba sobre um dos setores mais importantes da economia.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/380/380.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/descubra-quais-sao-as-5-macrotendencias-do-turismo-em-2025,2f0c637a83c65910VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Inovação,DIFERENCIAL,macrotendência; sustentabilidade; turismo,Agências de viagem,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,fcb23515-52d2-3f77-8e33-cf61e01f9a42
10318,Dia Internacional da Mulher Negra Afro-Latina Americana e Caribenha,Artigo,"Segundo dados do relatório técnico de empreendedorismo feminino 2023, feito pelo Sebrae DF, 52,4% dos empreendedores no Brasil são negros.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/381/381.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/dia-internacional-da-mulher-negra-afro-latina-americana-e-caribenha,faf7bbcfeb8e0910VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Empreendedorismo,DESENVOLVIMENTO SOCIAL,sucesso - qualidade - microempreendedorindividual - participaçãoindividual,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,fb7ab6ce-1490-3405-9334-34badd8327c1
10319,Dicas Essenciais para Começar um Negócio em Casa,Artigo,"Abrir um negócio em casa é mais difícil do que parece ser, por isso, separamos algumas dicas para você que está planejando embarcar nessa jornada.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/382/382.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/dicas-essenciais-para-comecar-um-negocio-em-casa,2c324c975a57e810VgnVCM1000001b00320aRCRD",,,Sim,MEI; PF,Empreendedorismo,NEGÓCIO,empreendedorismo; planejamento,Todos,0,AL,,,MEI; PF,Pessoa Física; Pessoa Jurídica,b067a995-d8a8-3e22-8ea2-58d17bf64263
10320,Dicas para estimular a criatividade na empresa,Artigo,A criatividade é essencial para se diferenciar no mercado e ampliar a visão da sua empresa.,,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/dicas-para-estimular-a-criatividade-na-empresa,e03d9890b214a810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Inovação,INOVAÇÃO,criatividade,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,f42bf4ea-c86b-3334-a73c-c2b66f3c811c
10321,Dicas para gerir suas vendas,Artigo,"Para gerir bem suas vendas, é preciso gerir adequadamente seu negócio, para isso preparamos um material especial que vai lhe auxiliar.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/384/384.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/dicas-para-gerir-suas-vendas,df5c28c152419710VgnVCM100000d701210aRCRD",,,Sim,MEI; ME,Mercado e Vendas,VENDA,mei; empreendedorismo; venda; negócio; empresa; vender; lucro,Todos,0,AL,,,MEI; ME,Pessoa Jurídica,cf8a84ce-719b-3a23-b85e-ae6bca8b7f37
10322,Do balcão à estratégia: transforme seu varejo com gestão,Artigo,Entenda como o planejamento estratégico pode impulsionar o crescimento e transformar o varejo em Alagoas,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/385/385.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/do-balcao-a-estrategia-transforme-seu-varejo-com-gestao,7dd0da22a2668910VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Planejamento,GESTÃO ESTRATÉGICA DE EMPRESAS,,Comércio atacadista rural; Comércio varejista de alimentos e bebidas; Comércio da moda; Comércio varejista - Diversos; Comércio varejista - Diversos; Panificação; Comércio de automóveis; Comércio varejista de autopeças; Comércio varejista de informática; Comércio varejista de materiais de construção,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,3f6cebcc-33f1-321b-b042-08e3e23a7f05
10323,Economia circular na indústria: do conceito à prática,Artigo,"A economia circular, entendida como uma ferramenta para reduzir desperdícios e otimizar o uso de recursos, vem transformando a indústria.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/386/386.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/economia-circular-na-industria-do-conceito-a-pratica,986f6fb1569f7910VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Inovação,INOVAÇÃO,fortalecimento; indústria; economia circular,Indústria - Diversos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,9d0f286c-29e4-3c90-9276-74899f8b549f
10324,Eleições: saiba como o empreendedorismo impacta nos municípios,Artigo,Entenda como aliar seu plano de governo a força do empreendedorismo,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/387/387.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/eleicoes-saiba-como-o-empreendedorismo-impacta-nos-municipios,4150b9bc3dd12910VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Inovação,DIFERENCIAL,plano de governo; eleição; Empreendedorismo; inovação,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,8a24260e-3092-3890-89a9-6883df186517
10325,Empreendendo na Páscoa,Artigo,Algumas dicas para aproveitar a páscoa e dar uma alavancada nas vendas do seu serviço ou produto,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/388/388.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/empreendendo-na-pascoa,963c1bffab237810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Planejamento,ESTRATÉGIA DE PRODUTO E VENDA,,Comércio varejista de alimentos e bebidas; Comércio varejista - Diversos; Panificação; Serviços de alimentação,1,AL,,,MEI; EPP; ME,Pessoa Jurídica,df4d6a83-0de8-3eeb-90b2-170c7f193fbc
10326,Eventos gastronômicos como estratégia para ampliação de mercado,Artigo,"Os eventos e festivais têm sido uma tendência para o marketing dentro do segmento de alimentação fora do lar, gerando lucro e aprendizado para os empresários.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/391/391.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/eventos-gastronomicos-como-estrategia-para-ampliacao-de-mercado,378c70e968e69810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Empreendedorismo,DIFERENCIAÇÃO,alimentação fora do lar,Comércio varejista de alimentos e bebidas; Comércio varejista - Diversos; Panificação; Serviços de alimentação,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,01bfac4e-8831-3f89-8af3-a45bbfaf2549
10327,Gatilhos mentais: 6 dicas que podem aumentar as vendas,Artigo,"Despertar a atenção do cliente é fundamental para conseguir boas vendas, inclusive no ambiente digital.",,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/gatilhos-mentais-6-dicas-que-podem-aumentar-as-vendas,36bc0fd17ef41710VgnVCM1000004c00210aRCRD",,,Sim,Todos,Mercado e Vendas,NEGÓCIOS DIGITAIS,whatsapp; vendas; instagram; estratégia; gatilho; Marketing,Todos,0,AL,,,Todos,Pessoa Física; Pessoa Jurídica,a73cd181-a09c-3b21-a674-0d5b766b2246
10328,Gestão de qualidade é a chave para ganhar mais mercado.,Artigo,"Com o Sebrae, sua empresa é direcionada rumo à qualidade que o cliente espera.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/394/394.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/gestao-de-qualidade-e-a-chave-para-ganhar-mais-mercado,4d3fb5e8a2557910VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Empreendedorismo,GESTÃO,ISO; qualidade; indústria,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,e73ccbce-db15-3c13-8fee-f18b0646dca1
10329,Missão Empresarial: leve sua empresa além das fronteiras,Artigo,"Expandir mercados, fazer novas parcerias e conhecer as últimas tendências do seu setor é possível — e o Sebrae pode ajudar você a chegar lá!",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/398/398.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/missao-empresarial-leve-sua-empresa-alem-das-fronteiras,2dc2ac7aca5b6910VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME,Empreendedorismo,COMPORTAMENTO EMPREENDEDOR,,Todos,0,AL,,,MEI; ME,Pessoa Jurídica,8df4b9b9-77a4-35c5-aaa8-56ba1da63693
10330,Modelo de negócio x modelo de receita: entenda a diferença,Artigo,"Embora sejam muito confundidos, os dois modelos são independentes e peculiares, mas complementares.",,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/modelo-de-negocio-x-modelo-de-receita-entenda-a-diferenca,cce5e0f766b88810VgnVCM1000001b00320aRCRD",,,Sim,MEI; PF,Empreendedorismo,PLANO DE NEGÓCIOS,Modelo de negócio; estratégia,Todos,0,AL,,,MEI; PF,Pessoa Física; Pessoa Jurídica,578badfb-abd2-39d3-bc8b-ed833a34c99d
10331,Mudanças de hábito para melhorar a gestão da sua empresa,Artigo,"Mudar hábitos é necessário progredir com a gestão de toda e qualquer empresa, se a forma de gestão não está dando resultados, talvez seja a hora de mudar.",,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/mudancas-de-habito-para-melhorar-a-gestao-da-sua-empresa,2f6b68b8edbee610VgnVCM1000004c00210aRCRD",,,Sim,Todos,Mercado e Vendas,MARKETING,empreendedorismo; empresário; gestão; hábito; negócio; mude; empresa; sucesso; mudança; inovação,Todos,0,AL,,,Todos,Pessoa Física; Pessoa Jurídica,db492130-21cd-362b-9d80-ba64d9e50317
10332,Nova Lei de Licitações -  conheça as principais mudanças,Artigo,Conheça os principais impactos e mudanças da Nova Lei de Licitações para os Pequenos Negócios e para a Administração Pública,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/401/401.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/nova-lei-de-licitacoes-conheca-as-principais-mudancas,f566866f6448c710VgnVCM100000d701210aRCRD",,,Sim,MEI; EPP; ME,Leis,POLÍTICAS PÚBLICAS,Lei; Licitação; Venda; Negócio; Empreendedorismo; Governo,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,4d049152-0214-3bc1-8331-24d1c7c1345d
10333,O que acontece se ultrapassar o limite MEI?,Artigo,Entenda o que acontece se você ultrapassar o valor de R$ 81 mil do faturamento MEI.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/404/404.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/o-que-acontece-se-ultrapassar-o-limite-mei,c4bfffe667039810VgnVCM1000001b00320aRCRD",,,Sim,MEI,Finanças,CONTROLE FINANCEIRO,Finanças; MEI; faturamento; Empreendedorismo,Todos,0,AL,,,MEI,Pessoa Jurídica,de2d3d27-46fa-368e-817d-97b7ec8d91b1
10334,O que você precisa saber se tem uma ME ou EPP?,Artigo,Se você tem uma ME ou EPP é importante estar atento aos deveres e obrigações das categorias.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/405/405.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/o-que-voce-precisa-saber-se-tem-uma-me-ou-epp,3aaa81bfd846d810VgnVCM1000001b00320aRCRD",,,Sim,EPP; ME,Leis,DEVERES E OBRIGAÇÕES,empreendedorismo; EPP; negócio; ME; empresa,Todos,0,AL,,,EPP; ME,Pessoa Jurídica,30f5fd94-85f8-311f-97ee-476a437ec977
10335,Por que definir uma cultura organizacional para sua empresa?,Artigo,A cultura organizacional norteia a atuação interna da empresa proporcionado resultados externos e internos para a organização.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/407/407.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/por-que-definir-uma-cultura-organizacional-para-sua-empresa,82a065a9b6768810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Pessoas,CLIMA ORGANIZACIONAL,gestão; cultura organizacional,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,83d4eda6-deed-323b-9d55-e0ef04895642
10336,Por que é importante ter um time diverso?,Artigo,A diversidade no ambiente de trabalho é essencial para uma empresa ser bem-informada e menos propensa aos erros.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/408/408.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/por-que-e-importante-ter-um-time-diverso,a03573b9fb008810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Pessoas,RECRUTAMENTO DE PESSOAL,diversidade; gestão de pessoas; pluralidade; recursos humanos,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,14a74637-f666-3289-833c-504f52eeacdc
10337,Por que fazer um planejamento de vendas?,Artigo,"Definir onde quer chegar é crucial para acompanhar o volume das vendas de um negócio, para isso é preciso um bom planejamento",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/409/409.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/por-que-fazer-um-planejamento-de-vendas,73182935db419710VgnVCM100000d701210aRCRD",,,Sim,MEI; ME,Mercado e Vendas,VENDA,atendimento ao cliente; estratégia de produto e venda,Todos,0,AL,,,MEI; ME,Pessoa Jurídica,26463400-55f5-3ce2-b84f-bfe63379a574
10338,Quais são as características de um empreendedor de sucesso?,Artigo,Algumas características são essenciais para que o empreendedor consiga trilhar um caminho de sucesso.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/413/413.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/quais-sao-as-caracteristicas-de-um-empreendedor-de-sucesso,94e843bba6629810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME,Empreendedorismo,ATITUDE EMPREENDEDORA,gestão; sucesso,Todos,0,AL,,,MEI; ME,Pessoa Jurídica,eab67f86-00c9-3177-9452-c424fa8b920d
10339,Quer abrir um negócio? Confira o que você precisa,Artigo,"Desejo de empreender é um dos primeiros passos para abrir um negócio, aqui você pode conferir quais outros pontos são necessários para a validação.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/414/414.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/quer-abrir-um-negocio-confira-o-que-voce-precisa,384a358b02f6f710VgnVCM100000d701210aRCRD",,,Sim,PF,Empreendedorismo,EMPREENDEDOR,Empresa; EPP; Inovação; ME; Serviços; Abertura de empresa; Empreendedorismo; Negócios; Micro empresa; Porte,Todos,0,AL,,,PF,Pessoa Física,b6140620-b2ea-3528-8776-421b72df3ad9
10340,Reforma Tributária: entenda como ela afeta o seu negócio,Artigo,"Fique por dentro das mudanças que podem afetar seu negócio, mesmo no Simples Nacional.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/415/415.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/reforma-tributaria-entenda-como-ela-afeta-o-seu-negocio,aeec64c98e588910VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Leis,LEGISLAÇÃO,,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,92d7af06-d084-3913-acfa-b86164bceb40
10341,Saiba como a previsão de demanda vai fazer sua empresa decolar,Artigo,"Estar preparado para todas as ocasiões do ano é essencial para manter o bom funcionamento do negócio, a isso se dá o nome de projeção de demanda.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/416/416.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/saiba-como-a-previsao-de-demanda-vai-fazer-sua-empresa-decolar,3f940d596072a810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Planejamento,PLANEJAMENTO ESTRATÉGICO,planejamento,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,0ace7d1f-e65f-3ce6-9463-9056045d3fb9
10342,Saiba como aumentar o nível da conta GOV.BR e quais os benefícios,Artigo,"A conta gov.br veio para facilitar o acesso dos cidadãos aos serviços digitais do governo, entenda como subir de nível e ter acesso a mais vantagens.",,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/saiba-como-aumentar-o-nivel-da-conta-govbr-e-quais-os-beneficios,86832def4084b810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Empreendedorismo,EMPREENDEDOR,empreendedor; conta gov,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,b9cc47bf-f423-313c-94bd-07bf0cbb4a58
10343,Saiba como vender mais no Dia dos Namorados,Artigo,"O Dia dos Namorados é a terceira data mais rentável do ano, por isso você precisa estar preparado para alavancar as vendas no período.",,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/saiba-como-vender-mais-no-dia-dos-namorados,495c8aaf90198810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Mercado e Vendas,DEMANDA DE CONSUMO,estratégia de produto e venda; experiência do cliente,Todos,1,AL,,,MEI; EPP; ME,Pessoa Jurídica,1723abee-6559-3062-8613-48566b635aec
10344,Saiba mais sobre o mercado pet,Artigo,"Um dos mercados mais promissores do país, ganha força com novas tendências para atender às exigências dos consumidores",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/421/421.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/saiba-mais-sobre-o-mercado-pet,491716ba3f862810VgnVCM100000d701210aRCRD",,,Sim,MEI; ME,Mercado e Vendas,VENDA,Tendencias de Mercado; Veterinarios; Caderno de Tendencias; Pet Shop; Empreendedorismo,Pet,0,AL,,,MEI; ME,Pessoa Jurídica,00e9ac68-035a-3825-a8c7-883e6430b3ac
10345,Sebrae na sua empresa/AL: atendimento sob medida para seu negócio,Artigo,"Por meio do projeto Sebrae na Sua Empresa, levamos atendimento presencial até o empreendedor, direto no local onde o negócio acontece.",,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/sebrae-na-sua-empresaal-atendimento-sob-medida-para-seu-negocio,fb82041345af7910VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Empreendedorismo,DESENVOLVIMENTO ECONÔMICO,Empresa; diagnóstico; atendimento,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,ee08ca69-6a27-3cdf-91cb-5661e3ee732d
10346,Será que MEI precisa de Inscrição Estadual?,Artigo,"Com a formalização, os MEI's precisam estar atentos a algumas obrigações, para alguns, é necessário fazer a Inscrição Estadual.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/424/424.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/sera-que-mei-precisa-de-inscricao-estadual,e8fb50aa423ce810VgnVCM1000001b00320aRCRD",,,Sim,MEI,Leis,MICROEMPREENDEDOR INDIVIDUAL,leis; obrigações; microempreendedor,Todos,0,AL,,,MEI,Pessoa Jurídica,cb9c96a9-97e5-3553-9e6d-343519ff9602
10347,Utilize o WhatsApp a favor do seu negócio,Artigo,"Aprenda como utilizar o WhatsApp para otimizar o tempo, aumentar a produtividade e vender mais",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/427/427.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/al/artigos/utilize-o-whatsapp-a-favor-do-seu-negocio,9b0a37a267747810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Mercado e Vendas,AMBIENTE DE VENDA,venda on-line; mídias sociais,Todos,0,AL,,,MEI; EPP; ME,Pessoa Jurídica,9c74c22f-6fd7-3a09-8c48-3ecc9dff5e07
